Code,Birth,Ave_Pop
10101,2.2415196888621036,62119.27272727273
10102,1.9776926038485123,39839.63636363636
10103,2.041483672032809,18558.18181818182
10104,2.124076616092643,58807.36363636364
10201,2.0525029047229597,148951.36363636365
10202,2.2451250705660235,118898.09090909091
10301,2.0404601679919665,38763.545454545456
10302,2.491068868696629,59549.90909090909
10303,2.234433604126978,43442.818181818184
10304,2.2797100522788782,50247.454545454544
10401,2.2852253476958944,45660.09090909091
10402,2.099719524520724,70609.36363636363
10501,2.5753407365514995,31464.363636363636
10502,2.1382054304444034,25883.363636363636
10503,2.411119752911635,67237.90909090909
10601,2.1987997613245045,73981.09090909091
10602,2.1758687971071407,48041.818181818184
10603,2.199481173090273,53638.545454545456
10604,2.285329331763059,28907.272727272728
10701,2.0485757200175336,70232.54545454546
10703,2.1583737404982974,72048.0
10704,1.7762346134076847,113036.72727272728
10801,2.106793354265182,25534.454545454544
10802,2.3188207711911355,44057.72727272727
10804,2.099813932326751,57204.09090909091
10805,2.2428691804569336,48236.27272727273
10901,2.0712922406919754,53941.36363636364
10902,2.370960839730461,14500.272727272728
10903,2.3511009818873485,41484.09090909091
11001,1.9289971172072933,37776.36363636364
11002,2.2683092830052374,38711.545454545456
11003,2.409767631077279,29898.363636363636
11004,2.2032905406840433,74937.72727272728
11101,1.9383958313591392,112464.54545454546
11102,2.1674205255441668,62760.181818181816
11103,1.6526129217373653,144871.63636363635
11201,1.8846858725054276,64940.454545454544
11202,2.14973008247673,69331.0
11203,2.075781367166364,64569.545454545456
11301,2.4382369043226353,47390.09090909091
11302,2.2435321475564054,15222.818181818182
11303,2.2264747378347702,87187.63636363637
11401,2.265386890439909,78879.09090909091
11402,2.283643062303644,38042.454545454544
11501,1.7748511469109176,105388.18181818182
11502,1.8075713763025851,23311.18181818182
11503,2.1146307466031016,21325.272727272728
11504,2.113065757780482,13380.727272727272
11601,1.9535115093259363,116398.27272727272
11602,2.174859009122931,33455.818181818184
11603,2.419884723330068,90697.36363636363
11701,1.6773532305955543,36082.181818181816
11702,1.127360071639169,53465.818181818184
11703,0.6300543033278134,111444.18181818182
11801,0.9493248626049497,120588.27272727272
11802,1.1335113594560633,121495.63636363637
11901,1.974966168808409,142692.36363636365
11902,1.950659101913442,123118.0
11903,1.6696802024508848,103664.36363636363
11904,1.6432329512887605,111613.27272727272
12001,1.3588040705666096,56555.454545454544
12002,0.9155901562284986,47572.90909090909
12003,1.3514357882211572,126815.45454545454
12101,1.4682541549636963,87839.27272727272
12102,1.8696478435742525,68081.0
12103,1.8729636352064112,105989.18181818182
12104,0.7868213969293777,82088.18181818182
12201,1.43567935695763,37295.90909090909
12202,1.8940530065218715,54482.90909090909
12203,1.7076515747967642,130865.90909090909
12301,2.206798054002579,27772.272727272728
12302,2.094893965624435,147891.54545454544
12303,2.186937590395514,29802.18181818182
12401,1.9986736522679707,74303.18181818182
12403,2.0099697471860756,112411.63636363637
12404,2.070646189238036,33608.0
12405,2.0942216265519935,53259.90909090909
12501,1.9738972478824595,53841.454545454544
12502,1.8321693642041736,55630.181818181816
12503,1.9955690223705305,121554.18181818182
12504,1.578484509950449,101873.81818181818
12601,1.6336924779347337,40660.545454545456
12602,1.49131755182578,112031.18181818182
12701,2.169586163450191,53696.36363636364
12702,1.878091188558479,174336.36363636365
12703,2.024742766514184,76237.72727272728
12801,1.5660642084042462,98600.90909090909
12802,1.8848301905179583,103873.27272727272
20101,1.9279147381484747,81089.18181818182
20102,2.0670721248922224,25377.636363636364
20103,2.076492730434357,24039.272727272728
20201,1.9333135288831171,72160.09090909091
20202,2.0511601673891406,38852.27272727273
20203,2.311140542856678,12557.818181818182
20301,2.210291340647638,11627.454545454546
20302,1.8344763871952798,155299.0909090909
20303,1.9689740807442435,45998.545454545456
20401,2.0309166391363265,44993.0
20402,2.0588695723703125,43457.818181818184
20403,2.095472539424335,59728.0
20501,2.085133623972812,34663.27272727273
20502,2.057151032141691,38781.90909090909
20503,2.081045805354634,47956.818181818184
20504,1.9885883247219072,71471.45454545454
20505,2.147867820881031,41604.09090909091
20601,1.1517921028906895,73321.09090909091
20602,1.1524078947663987,46044.818181818184
20603,1.4289015554663063,56279.36363636364
20604,0.6718719157967926,45310.818181818184
20605,0.6618443131361442,75039.54545454546
20606,0.6834947496038509,49975.454545454544
20607,0.7224788558697173,66937.45454545454
20701,1.4551663976117648,152577.36363636365
20702,1.4697746776431615,87175.81818181818
20703,1.6474768501862604,87757.36363636363
20801,1.8448848234165611,86110.45454545454
20802,1.4962090080201493,125425.0
20803,1.6060051151492298,93607.27272727272
20804,1.4826153168499903,37618.72727272727
20901,1.6565048929904715,117849.18181818182
20902,1.5423491468991406,80685.81818181818
20903,2.0200238451930566,60370.90909090909
20904,1.8469673283609307,112769.54545454546
21001,1.4956423837086126,57226.0
21002,2.187585929632342,20822.363636363636
21003,1.7368001109124074,62309.90909090909
21004,2.120210256688914,27276.272727272728
21005,2.08663373850551,95053.63636363637
21101,1.8348618160777628,137277.81818181818
21102,1.7549385983905104,23280.454545454544
21103,1.804965370049184,95878.63636363637
21104,1.5764120597735598,56914.90909090909
21105,1.9712161673678965,137144.45454545456
21201,2.1704577556248332,42215.09090909091
21202,2.073073373634478,88160.81818181818
21203,2.1780148336511256,60103.181818181816
21204,1.671736246814299,166340.0
21205,1.3867328071238039,155454.18181818182
21301,1.7716489208406045,145581.36363636365
21302,1.7415717620947606,73062.27272727272
21303,1.4460600902769098,61227.0
21304,1.9524055803698728,52666.454545454544
21305,1.981270995992974,80214.36363636363
21401,1.872557483607755,108562.63636363637
21402,1.9784805848316376,118741.36363636363
21501,2.2012743572749254,64185.63636363636
21502,2.2684895268782936,46246.0
21503,2.424689504615336,41551.27272727273
21601,2.3425700063626134,34963.545454545456
21602,2.37871702081963,25750.18181818182
21603,2.1504601186781396,54105.90909090909
21701,2.145498187047607,38609.90909090909
21702,2.2125899295112066,82324.09090909091
30101,1.9595436083038802,60177.36363636364
30102,1.9679479425642912,46039.545454545456
30103,1.865146179085149,46668.09090909091
30201,1.7751257468922415,28211.909090909092
30202,1.5470944970362877,60283.63636363636
30203,1.5783327934362021,28168.81818181818
30204,1.8718703475648666,43103.545454545456
30301,1.652123359238967,37701.454545454544
30302,1.2333012712169815,56116.545454545456
30303,1.5832999301006005,54868.181818181816
30304,1.5363970289017739,32924.181818181816
30305,1.9050450255147768,28378.636363636364
30306,1.6095322602386013,34498.90909090909
30401,1.6861283622075869,26611.272727272728
30402,1.8434237000614355,34562.90909090909
30403,1.0527854973994055,41146.90909090909
30404,1.7257497412005542,40327.818181818184
30501,0.5597658717257693,33702.454545454544
30502,1.2291987311066508,29374.272727272728
30503,1.1853426134316305,60462.90909090909
30504,1.1117438772257762,45487.0
30601,1.799138306448692,30781.454545454544
30602,1.8061179417383277,72064.18181818182
30603,2.3120239492265355,34147.36363636364
30604,1.7623009760085808,9095.272727272728
30605,2.211363849479875,33580.72727272727
30701,2.499812240146811,41649.09090909091
30702,2.4612475655247996,37478.181818181816
30703,2.351860387510978,34184.181818181816
30801,2.4257168951551806,26591.090909090908
30802,2.2089732217880393,58588.454545454544
30803,2.012492691454339,94083.54545454546
30901,1.270582807379243,50331.90909090909
30902,1.6029038158698192,42000.36363636364
30903,1.634227644934207,44479.818181818184
30904,1.9998021358368137,12271.727272727272
30905,1.9708768548364124,17076.909090909092
30906,1.9735357422184896,38303.818181818184
30907,2.0766720441522075,32953.0
30908,1.7490559804491446,20720.090909090908
30909,1.5839002867015601,41687.72727272727
30910,1.0137184686813778,26923.363636363636
31001,1.864870265510658,43442.454545454544
31002,2.2218630177981384,44608.72727272727
31003,2.0936507482778723,79359.27272727272
31004,2.23862544620818,34448.181818181816
31101,2.039592692269355,9851.181818181818
31102,2.14882030258171,28100.909090909092
31103,2.2891853187054485,54779.36363636364
31104,2.149804814922071,20959.727272727272
31105,2.0049266147326232,40498.545454545456
31106,1.9772493411881211,73346.81818181818
31201,2.309957190196733,33341.181818181816
31202,2.0906945794985483,83793.54545454546
31203,1.676457774729462,13471.363636363636
31301,1.898168249168625,20372.545454545456
31302,2.1988256948656018,35106.545454545456
31303,2.0944819851680387,8500.09090909091
31304,2.2542335535485174,35944.818181818184
31305,1.8539913202946081,48764.72727272727
31401,2.0280691379266917,53123.454545454544
31402,2.1255868400098463,19647.909090909092
31403,1.9843223586074015,32393.636363636364
31501,2.4296565169895517,26106.090909090908
31502,2.5090506098189147,34612.09090909091
31503,2.210085875268573,23030.545454545456
31601,1.9703133025575297,25106.636363636364
31602,1.9116768936288357,44086.90909090909
31603,1.644936749685091,37548.72727272727
31604,2.043663718163423,41944.90909090909
31605,1.7440462645649466,24054.81818181818
31606,2.0891638850641026,32814.27272727273
31701,1.9394649573476315,117300.27272727272
31801,2.320930438863579,46079.818181818184
31802,1.8456759670107064,131408.27272727274
31901,2.151607543881186,68548.63636363637
31902,2.387092902627716,43046.181818181816
31903,2.230729031799398,36010.90909090909
31904,2.074933755501588,31849.636363636364
31905,2.196969016225606,34990.90909090909
40101,0.5636141422555416,12356.90909090909
40102,1.9409794684021915,58426.545454545456
40103,1.423863342987144,40925.181818181816
40104,1.5457504925407775,46135.818181818184
40105,1.1563846341621127,33465.90909090909
40106,1.4462800278160808,25992.545454545456
40107,1.3596120565252898,36428.545454545456
40201,1.8067323766995802,23321.909090909092
40202,2.2886902739692787,65599.45454545454
40203,1.6573727267493457,51373.27272727273
40204,1.9017598092104047,110212.27272727272
40205,1.7362723436122482,90024.72727272728
40301,1.2040191960326858,31020.090909090908
40302,1.5972899756186472,79002.0
40303,1.6267479084581082,61006.545454545456
40304,1.8797133629739093,144527.81818181818
40401,1.4928046023307935,100368.63636363637
40402,1.8043025209279484,54820.181818181816
40403,1.3548155296705915,54431.0
40501,1.9811854433425713,28492.545454545456
40502,2.188662104880961,22019.636363636364
40503,2.354187154155724,29680.909090909092
40504,2.2584999369474557,22195.727272727272
40601,2.197948982365156,57739.0
40602,2.1292443677614448,29954.727272727272
40701,1.982537490182846,33161.90909090909
40702,2.092597514630109,62720.27272727273
40703,2.183885450779343,68114.72727272728
50101,2.012844582510645,26653.454545454544
50102,1.9625670848530798,69819.27272727272
50103,2.436243937906128,21671.363636363636
50201,2.033942987532345,48680.63636363636
50301,1.4519652830144218,64096.90909090909
50302,1.1019313424603376,70798.72727272728
50401,1.5153902659874623,70875.90909090909
50402,1.9671856527833955,36898.36363636364
50403,2.0632010101610585,65326.818181818184
50501,1.7128751763899541,145550.54545454544
50502,1.4519368416444367,156938.27272727274
50503,2.2136294630451836,65125.27272727273
50601,2.071302226301034,51449.181818181816
50602,1.3653098129858365,50671.27272727273
50603,1.6042519484993303,75838.90909090909
50604,2.002429647464222,76973.0
50605,1.776621820638299,48497.63636363636
50606,1.9293595339220992,10032.545454545454
50607,1.0742593548213772,36357.72727272727
50701,1.9748649365009507,57700.0
50702,1.4129674450536565,31484.18181818182
50703,2.186708808468623,20039.0
50704,1.4842877290671506,96538.36363636363
50705,2.100492042923002,60511.36363636364
50801,2.2853858570345804,13834.0
50802,2.255166037644554,9976.454545454546
50803,2.1225174693671147,41554.72727272727
50804,2.4247349669547478,26864.090909090908
50805,2.2707952573114314,49520.818181818184
50806,2.162776814855317,42187.454545454544
50901,2.246604427788307,50963.72727272727
50902,2.3472209276509286,52218.90909090909
50903,2.382451385414896,22200.0
60101,2.7396323744100357,13023.545454545454
60102,1.9502257842024542,47639.27272727273
60103,2.0170660393133173,50914.72727272727
60104,1.9070534656398106,25359.636363636364
60105,1.2912146787851453,47300.09090909091
60106,2.2774074607387966,11603.818181818182
60201,1.8396755950982744,75524.27272727272
60202,2.162436400899665,21244.727272727272
60203,2.2094608915834884,36717.27272727273
60301,2.1525094167238508,11255.727272727272
60302,2.3398509810344974,15887.636363636364
60303,2.0695033168574404,6231.454545454545
60401,2.049718768614308,49010.36363636364
60402,2.0176118165858585,40176.27272727273
60403,2.231529331441055,20888.090909090908
70101,1.4036059698955008,17040.727272727272
70102,1.7499572211489782,53040.27272727273
70103,2.1221550488418424,12588.09090909091
70104,2.303066386244101,14500.727272727272
70201,2.0323511428323418,36821.72727272727
70202,2.615664714578482,6394.727272727273
70203,2.6146592862325226,13540.272727272728
70204,2.644736875368015,12422.09090909091
70205,2.463986158405029,17682.0
80101,1.5614469264744284,86428.81818181818
80103,1.5880843144044323,1616.090909090909
80105,1.1063880885885493,38740.181818181816
80106,1.2184915570594672,21620.0
80107,1.977393869520595,87504.18181818182
80108,1.4897750146544086,25027.545454545456
80109,1.5719381127345338,33159.0
