"","sex","SA3","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011"
"241","F",12504,49591,49812,49750,50150,50542,50934,51332,51699,52380,53095,53795,53743,54190,54846,55582,56836,58237,59946,61791,63393,64656
"242","M",12504,48755,49059,49073,49536,50021,50471,50863,51232,52020,52829,53673,54708,55467,56037,56697,57679,59191,61076,63264,65027,66346
"244","F",12601,20364,20351,20270,20188,20102,20126,20346,20480,20643,20871,21811,21727,21762,21914,21939,21976,22113,22290,22577,22796,23014
"245","M",12601,19989,20007,19963,19910,19865,19911,20120,20269,20465,20724,20491,20312,20264,20453,20562,20729,20921,21179,21523,21750,21935
"247","F",12602,53499,53877,54094,54333,54482,54936,55373,55345,55929,56240,58963,59149,59365,59591,59915,60350,61371,62305,62907,63644,64504
"248","M",12602,56887,56791,56627,56557,56424,56586,56919,56809,57499,57926,56247,56334,56409,56506,56676,56994,58247,59421,60244,61139,61897
"250","F",12701,19612,20864,22104,23271,24788,26342,28584,30346,32279,34135,35528,36709,37269,37712,38131,38751,39086,39566,40253,40898,41794
"251","M",12701,19391,20564,21718,22814,24243,25703,27854,29593,31505,33348,36074,37022,37492,37852,38144,38622,39016,39586,40340,40968,41729
"253","F",12702,83326,84443,85287,85957,86405,87394,87561,88222,88047,88212,88215,88017,87897,87400,88036,88415,89210,90424,91666,92298,92797
"254","M",12702,85806,86672,87245,87673,87864,88524,88594,88060,87504,87971,88718,88284,87810,87287,86985,86671,87475,88960,90261,90897,91163
"256","F",12703,32651,33549,34400,35280,36288,37497,38899,40426,41866,43653,44711,45895,46483,47042,47781,48566,49628,51298,52735,53686,54648
"257","M",12703,32766,33651,34472,35337,36328,37497,38743,40179,41554,43299,45569,46274,46650,47030,47536,48058,49238,51091,52630,53579,54451
"259","F",12801,48558,48692,48863,48875,48936,49141,49661,50455,51073,51484,52240,52553,52628,52578,52784,52891,53384,54280,55149,55669,55771
"260","M",12801,47811,47958,48101,48094,48190,48349,48627,49243,49712,49960,50587,50829,50870,50810,50935,50993,51447,52289,53023,53400,53737
"262","F",12802,49194,49839,50466,51148,51695,52520,53411,53834,54101,54560,54783,54781,54686,54445,54278,54169,54588,55273,55774,55788,55573
"263","M",12802,48643,49291,49878,50532,51089,51869,52501,52791,52931,53239,54291,54273,54020,53513,52963,52658,53120,53890,54489,54611,54556
"265","F",20101,40989,41193,41152,41098,41074,41245,41511,41801,42376,42734,43504,43910,44371,44651,45117,45545,46162,46975,47818,48848,49855
"266","M",20101,38910,39104,39047,38970,38943,39108,39141,39364,39792,40338,40587,41122,41682,41985,42454,42968,43647,44576,45569,46561,47434
"268","F",20102,12290,12421,12488,12552,12596,12672,12704,12744,12783,12874,12902,12871,12855,12920,12877,12863,12887,13040,13267,13421,13546
"269","M",20102,12577,12675,12674,12690,12671,12677,12702,12755,12815,12876,13016,12957,12934,12950,12891,12940,13042,13221,13438,13609,13706
"271","F",20103,11833,11890,11915,11910,11912,11921,11879,11842,11810,11789,11743,11781,11740,11724,11728,11739,11731,11743,11835,11845,11788
"272","M",20103,11958,12088,12164,12201,12263,12327,12274,12197,12163,12144,12209,12164,12147,12032,12003,11996,12061,12111,12225,12293,12327
"274","F",20201,35839,36207,36378,36507,36611,36762,37103,37518,38012,38787,39533,39984,40493,40851,41154,41769,42339,42787,43310,43965,44751
"275","M",20201,33744,34083,34222,34375,34472,34594,34893,35278,35699,36365,36779,37252,37879,38240,38512,39035,39824,40526,41290,42013,42589
"277","F",20202,18627,19018,19258,19516,19651,19814,19877,19907,19973,20033,20000,20153,20343,20537,20713,20844,21022,21235,21510,21697,21955
"278","M",20202,18431,18789,18963,19155,19273,19383,19392,19422,19509,19575,19809,19973,20163,20373,20536,20711,20997,21334,21673,21890,22095
"280","F",20203,6546,6470,6347,6234,6080,6041,6010,5940,5909,5845,5780,5757,5731,5668,5636,5616,5582,5549,5556,5530,5498
"281","M",20203,6805,6755,6656,6548,6467,6436,6387,6294,6259,6174,6153,6127,6084,6049,6030,5970,5955,5937,5902,5872,5805
"283","F",20301,5206,5328,5410,5497,5583,5660,5748,5832,6046,6298,6365,6409,6574,6802,7010,7155,7312,7529,7767,7992,8236
"284","M",20301,5393,5522,5590,5664,5743,5834,5907,5971,6168,6404,6733,6860,7021,7232,7411,7521,7688,7896,8152,8363,8589
"286","F",20302,78146,78512,78380,78077,78111,78225,78217,78551,79559,80473,81697,82675,83432,83969,84459,85051,85718,86597,87582,88740,89875
"287","M",20302,75987,76339,76174,75925,75882,76000,75822,76125,76775,77427,77886,79113,80085,80721,81314,82107,83031,84139,85298,86471,87713
"289","F",20303,21265,21904,22297,22779,23193,23600,23928,24273,24620,25224,25607,26305,26620,26946,27244,27550,28294,29063,29913,30731,31517
"290","M",20303,20536,21056,21424,21735,22150,22485,22772,23086,23407,23962,24681,25375,25761,25988,26356,26671,27413,28191,29019,29794,30650
"292","F",20401,21620,21692,21686,21658,21689,21744,21969,22179,22388,22618,22926,23022,23262,23455,23624,23764,24051,24166,24329,24601,24842
"293","M",20401,23250,23165,22969,22790,22655,22541,22678,22882,23059,23263,23502,23616,23907,24077,24293,24432,24779,24999,25193,25463,25677
"295","F",20402,21999,22026,21991,21951,21968,21978,22018,22170,22206,22158,22219,22278,22290,22348,22414,22518,22543,22612,22661,22741,22746
"296","M",20402,21575,21575,21500,21426,21366,21330,21338,21269,21288,21333,21352,21402,21445,21466,21529,21639,21757,21864,21993,22054,22091
"298","F",20403,28253,28644,28959,29055,29291,29481,29735,29936,30251,30679,31062,31340,31590,31839,31904,31908,31907,31997,32212,32531,32803
"299","M",20403,29359,29656,29809,29795,29964,30014,30232,30380,30583,30822,31048,31340,31603,31834,31860,31844,31974,32171,32487,32788,33176
"301","F",20501,16769,16940,16976,17095,17145,17186,17292,17427,17628,17929,18173,18300,18477,18688,18948,19281,19606,19990,20531,21266,21909
"302","M",20501,17027,17145,17155,17259,17247,17259,17331,17424,17512,17617,17760,17858,17983,18129,18288,18636,19054,19515,20143,20948,21597
"304","F",20502,18451,18751,18994,19203,19369,19495,19658,19726,19717,19612,19609,19823,19965,20176,20347,20525,20707,20874,21084,21302,21492
"305","M",20502,18834,19085,19301,19480,19593,19680,19748,19733,19639,19515,19408,19449,19515,19749,19942,20176,20417,20673,20941,21202,21442
"307","F",20503,23499,23596,23619,23679,23714,23800,24014,24338,24808,25455,25957,26172,26426,26598,26858,26967,27257,27626,28034,28610,29110
"308","M",20503,23312,23333,23293,23255,23231,23224,23477,23800,24180,24743,25198,25377,25650,25841,26135,26245,26645,27094,27577,28224,28833
"310","F",20504,37193,37099,36618,36129,35770,35454,35457,35448,35410,35341,35370,35378,35365,35375,35442,35730,35895,36156,36398,36788,37155
"311","M",20504,37707,37413,36721,36063,35545,35055,34874,34791,34484,34179,34065,34172,34248,34298,34410,34662,34958,35363,35725,36118,36454
"313","F",20505,21159,21109,21005,20848,20669,20527,20291,20103,20025,20045,20007,19866,19796,19792,19822,19897,20024,20167,20308,20471,20635
"314","M",20505,21617,21543,21384,21196,20981,20797,20940,21020,20969,20756,20654,20645,20586,20540,20566,20628,20718,20876,21077,21213,21325
"316","F",20601,37472,37474,37357,37165,37252,37441,37442,37194,37124,36861,36781,37034,37232,37581,38078,38592,39294,40129,41024,41626,42190
"317","M",20601,37015,36862,36553,36217,36185,36174,36048,35706,35606,35288,35315,35577,35785,36158,36641,37171,37944,38821,39771,40275,40721
"319","F",20602,23816,23736,23578,23447,23526,23639,23726,23701,23690,23672,23665,23762,23822,23966,24167,24516,24978,25471,25914,26215,26304
"320","M",20602,22543,22476,22302,22183,22271,22371,22466,22429,22439,22391,22426,22490,22582,22695,22875,23177,23559,23961,24348,24538,24667
"322","F",20603,28861,28765,28615,28679,28931,29449,29530,29435,29395,29500,29787,29782,29777,29899,30049,30227,30724,31316,31929,32380,32796
"323","M",20603,26733,26678,26557,26652,26934,27454,27372,27415,27435,27528,27368,27508,27588,27773,28111,28591,29082,29668,30291,30632,30899
"325","F",20604,19579,19642,19809,20258,20924,21992,23001,23603,24586,25843,27212,29760,32455,35091,37388,39341,41866,44163,46408,48060,49779
"326","M",20604,19895,19916,20060,20519,21223,22299,23444,24227,25356,26844,28187,30832,33694,36441,38809,40813,43275,45629,47922,49518,50449
"328","F",20605,35550,35833,36143,36525,37225,37930,38145,38255,38549,39071,40087,41131,42060,42974,43864,44747,45666,46520,47583,48215,48844
"329","M",20605,35781,35943,36118,36410,37022,37632,37752,37966,38417,39114,39967,41089,42110,43043,43967,44894,45824,46654,47689,48160,48432
"331","F",20606,25849,25862,25833,25870,26083,26353,26445,26508,26513,26568,26658,27004,27171,27433,27726,28030,28400,28840,29269,29501,29476
"332","M",20606,22947,23049,23083,23194,23469,23785,24130,24075,24137,24517,24802,25211,25454,25848,26197,26598,26944,27423,27845,28017,28109
"334","F",20607,32550,32679,32938,33379,33842,34387,34635,34659,34750,34866,35144,35581,35905,36217,36643,37172,37971,38751,39525,40149,40637
"335","M",20607,31992,31973,32060,32372,32693,33061,33361,33419,33588,33814,34150,34651,35051,35428,35899,36476,37157,37848,38508,38944,39048
"337","F",20701,79847,79841,79487,79242,79853,80477,80911,81098,81235,81449,81976,81997,81995,82074,82291,82540,83310,84363,85232,85838,86301
"338","M",20701,70578,70824,70689,70704,71502,72319,72641,72848,73107,73453,74270,74889,75303,75811,76436,77065,77998,79045,80052,80488,80761
"340","F",20702,45098,44956,44608,44014,43514,43418,43445,43607,43827,44249,44551,44818,44770,44714,44722,44967,45340,45703,46092,46281,46476
"341","M",20702,44090,43975,43655,43110,42667,42597,42606,42609,42680,42811,42847,42791,42780,42751,42728,42651,42990,43324,43640,43704,43735
"343","F",20703,45268,45265,45147,44982,45005,45155,45509,46133,46684,47002,47261,47405,47581,47713,48021,48390,48970,49714,50452,50913,51252
"344","M",20703,42347,42174,41866,41559,41433,41364,41502,41923,42292,42533,42927,42921,42982,43223,43619,44324,45198,46230,47302,47733,47720
"346","F",20801,44900,44841,44548,44505,44629,44991,45231,45314,45497,45789,46242,46438,46607,46773,47010,47438,48020,48740,49378,49785,50035
"347","M",20801,41039,40910,40546,40447,40508,40777,40888,40946,41128,41519,42020,42279,42481,42621,42863,43369,44021,44795,45472,45809,46084
"349","F",20802,63591,63568,63673,63778,64127,64813,65176,65308,65494,65833,66476,66808,67066,67644,68262,69089,70208,71501,72847,73505,73773
"350","M",20802,59625,59649,59699,59849,60204,60875,61096,61249,61492,61848,62252,62771,63190,63962,64859,66149,67361,68652,70032,70495,70763
"352","F",20803,45960,46178,46343,46477,46812,47320,47810,48579,49254,50093,50906,51632,52196,52742,53273,53894,54852,55790,57154,57735,58090
"353","M",20803,44493,44622,44684,44727,44978,45388,45876,46592,47252,47666,47670,48431,49105,49593,50129,50827,51906,52893,54284,54811,55193
"355","F",20804,19852,19831,19789,19780,19835,19921,19874,19895,19970,19850,19765,19829,19952,20135,20247,20444,20676,21035,21267,21367,21344
"356","M",20804,17454,17502,17542,17622,17748,17891,17929,17817,17757,17983,18199,18326,18457,18645,18723,18984,19208,19543,19805,19843,19924
"358","F",20901,60667,60574,60209,59751,59711,60134,60590,60763,60818,60626,60547,60251,60071,59661,59845,60152,60915,61602,62511,62871,63061
"359","M",20901,58517,58243,57691,57079,56899,57100,57106,57338,57270,57288,57420,57308,57242,57000,57304,57811,58447,58978,59737,59909,59922
"361","F",20902,41578,41422,41126,40811,40876,41233,41460,41259,41273,41251,41685,41717,41768,42061,42524,43020,43831,44657,45535,46063,46555
"362","M",20902,40243,39969,39561,39151,39084,39291,39208,39298,39189,39285,39291,39390,39539,40013,40732,41586,42380,43436,44492,44964,45416
"364","F",20903,27871,28491,29066,29478,29885,30253,30578,30969,31375,31779,32102,32119,32108,32196,32396,32616,32803,33075,33038,33214,33302
"365","M",20903,28010,28621,29163,29562,29948,30315,30581,30965,31350,31699,32019,32119,32131,32336,32633,32931,33078,33356,33314,33250,33085
"367","F",20904,50690,51855,52820,53509,54280,55442,56581,58148,59672,60952,62711,64039,65619,66666,67968,69406,71716,74614,78255,82260,86806
"368","M",20904,51997,53029,53834,54453,55117,56148,57106,58525,59913,61088,62595,64011,65638,66632,67969,69415,71808,74770,78458,82092,86183
"370","F",21001,29053,28919,28723,28704,28711,28742,28656,28976,28893,28827,28898,28817,28612,28475,28409,28433,28480,28668,28880,29036,29192
"371","M",21001,29279,29001,28666,28511,28393,28281,28166,27948,27978,28081,28080,27829,27607,27458,27327,27403,27491,27710,27951,28038,27939
"373","F",21002,9236,9424,9628,9794,9912,10115,10460,10777,11060,11296,11679,11784,11916,12123,12327,12472,12640,12886,13244,13497,13765
"374","M",21002,9500,9663,9864,10021,10117,10309,10665,10983,11251,11504,11788,11871,12022,12244,12389,12556,12727,12954,13285,13479,13637
"376","F",21003,32177,31950,31582,31203,31064,31148,31372,31547,31721,31832,32162,32183,32185,32318,32478,32854,33428,33920,34686,35226,35590
"377","M",21003,31925,31586,31075,30602,30348,30286,30336,30293,30371,30319,30510,30545,30587,30751,30943,31415,32189,32849,33911,34471,34964
"379","F",21004,11625,12144,12712,13133,13584,13960,14381,14391,14669,15005,15561,15827,16316,16804,17261,17667,17984,18366,18774,19067,19297
"380","M",21004,11810,12245,12733,13082,13443,13748,14085,14032,14238,14511,14947,15205,15731,16286,16669,17054,17442,17858,18315,18582,18715
"382","F",21005,42534,43565,44706,45420,46153,46675,47771,48917,50023,51307,53272,54585,55903,57163,58514,59976,61660,63500,65605,67428,69105
"383","M",21005,42967,44056,45224,46026,46816,47379,48341,49364,50367,51408,53299,54621,55988,57258,58590,60027,61799,63612,65750,67428,69078
"385","F",21101,65328,65976,66480,67262,67591,68502,69405,70662,71974,73128,74366,75127,75546,75471,75508,76198,76686,77237,77936,78248,78283
"386","M",21101,65374,65838,66115,66704,66873,67576,68217,69090,70130,71269,72196,72870,73455,73522,73795,74115,74735,75386,76279,76481,76383
"388","F",21102,10619,10834,11025,11150,11419,11764,11951,12238,12618,12812,12891,12965,13015,12999,13120,13248,13303,13404,13441,13454,13433
"389","M",21102,10401,10625,10806,10939,11207,11544,11735,11972,12285,12417,12833,12883,12953,12992,13092,13155,13186,13211,13248,13249,13221
"391","F",21103,47210,47647,48017,48090,48297,48622,48921,49389,49978,50472,50995,51107,51244,51416,51645,51862,52347,53135,54170,54535,54842
"392","M",21103,45980,46312,46543,46507,46605,46795,46969,47313,47708,47994,48301,48439,48538,48609,48892,49151,49793,50496,51435,51728,52038
"394","F",21104,29786,29637,29355,28939,28734,28696,28761,28817,29056,29115,29307,29244,29222,29267,29226,29228,29624,29845,30162,30325,30489
"395","M",21104,28762,28580,28249,27839,27606,27523,27512,27544,27400,27480,27366,27396,27301,27280,27376,27797,28097,28316,28682,28764,28821
"397","F",21105,67361,67562,67627,67419,67607,67990,68295,68674,69324,70054,70758,71153,71286,71266,71111,71386,71878,72687,73712,74236,74573
"398","M",21105,68678,68597,68409,67936,67930,68096,68324,68663,69198,69873,70214,70494,70653,70645,70955,71262,71808,72401,73157,73434,73482
"400","F",21201,19093,19513,19908,20211,20539,20889,21233,21759,22379,22912,23435,23929,25018,26404,27587,29038,30277,31954,34109,36166,38264
"401","M",21201,19030,19511,19957,20278,20667,21034,21326,21814,22422,22924,23532,24054,25130,26545,27667,29020,30257,31884,33986,35867,37735
"403","F",21202,35794,38041,40022,41559,42898,44119,45486,47100,48871,50467,52547,54046,55506,56795,57936,58799,60099,61615,63082,64199,64931
"404","M",21202,35744,37954,39862,41320,42629,43787,45083,46659,48369,49911,51547,53248,54902,56276,57460,58293,59720,61210,62716,63625,63935
"406","F",21203,22823,23952,25206,26774,28612,29870,31006,32497,33933,36145,37852,40465,43786,46483,48900,51392,54002,56995,60065,63039,66144
"407","M",21203,23070,24220,25494,27095,28966,30250,31333,32841,34256,36442,38498,41155,44458,47092,49525,51956,54675,57709,60815,63608,66272
"409","F",21204,84796,84864,84395,83899,83675,83816,83487,82797,82104,81740,81103,80714,80446,80422,80562,81288,82550,84074,85520,86329,87282
"410","M",21204,84756,84707,84114,83519,83204,83241,82985,82351,81837,81242,81108,80775,80504,80657,81181,82449,84039,85944,87832,88744,89906
"412","F",21205,80604,80015,79071,77989,77566,77491,77566,77788,78011,78471,78831,78860,78924,79114,79692,80451,81342,82334,83795,84566,85489
"413","M",21205,79985,79183,78019,76751,76148,75850,75648,75834,75943,76310,76922,77188,77460,77812,78621,79795,80758,81734,83138,83680,84472
"415","F",21301,66360,67481,68662,69668,70859,72235,73769,75976,77570,78694,79087,79709,80180,80977,81915,82655,83891,85550,87797,89617,91094
"416","M",21301,67485,68487,69524,70435,71544,72811,73727,74975,76198,77063,78785,79533,80094,80896,81834,82639,84277,86211,88833,90600,91768
"418","F",21302,34507,34697,35008,35364,35793,36506,37160,38002,38705,39241,39741,39966,40024,39621,39821,40050,40441,40800,41236,41485,41667
"419","M",21302,34603,34681,34868,35125,35461,36049,36514,37201,37738,38188,38533,38721,38833,39011,39151,39443,40047,40454,41055,41155,41087
"421","F",21303,31051,31165,30899,30722,30657,30806,30756,30317,30077,30309,30337,30614,30980,31230,31639,32186,33181,34231,35145,35991,36768
"422","M",21303,31542,31426,30903,30487,30194,30099,30190,30286,30361,30402,30511,30943,31536,31938,32498,33332,34485,35671,36727,37622,38386
"424","F",21304,22625,23195,23699,24240,24819,25519,26243,27078,28569,30495,32641,35012,37878,40594,43815,47102,50297,53618,57467,61361,64486
"425","M",21304,22913,23499,23932,24494,25086,25775,26342,27102,28406,30188,32471,34972,37896,40601,43871,47161,50374,53585,57336,60940,63740
"427","F",21305,34242,35651,36943,37870,38941,40055,41046,41929,43027,44186,45457,47245,49878,52709,56182,59542,63724,68295,73506,79550,85362
"428","M",21305,34843,36171,37377,38235,39287,40351,41273,42153,43220,44374,45727,47525,50148,53116,56631,60032,64385,69027,74375,80253,85978
"430","F",21401,52977,53811,54196,54378,54744,55275,55720,55932,56420,57180,58000,58402,58929,59696,60370,61200,62177,63392,64647,65621,66460
"431","M",21401,51559,52260,52468,52532,52798,53160,53422,53543,53931,54577,55306,55860,56554,57428,58160,58948,60005,61297,62605,63431,63890
"433","F",21402,55999,56815,57353,57947,58697,59689,60940,62222,63772,65544,67405,68540,69311,69837,70395,71119,72424,73837,75300,76282,76700
"434","M",21402,54403,55088,55432,55883,56492,57295,58309,59445,60811,62445,64169,65457,66309,66837,67364,68198,69316,70566,71702,72260,72571
"436","F",21501,33250,33159,32810,32416,32016,31719,31532,31424,31283,31095,30922,30813,30600,30427,30293,30166,30030,29945,30023,29959,29775
"437","M",21501,33511,33444,33103,32750,32372,32065,31804,31567,31482,31257,31061,30927,30701,30465,30293,30185,30182,30237,30349,30339,30254
"439","F",21502,22243,22481,22546,22688,22785,22985,23280,23633,23988,24332,24701,24982,25047,25145,25322,25639,25737,25830,25915,26025,26092
"440","M",21502,22289,22484,22484,22565,22610,22746,22973,23282,23573,23874,24164,24423,24487,24532,24659,24901,25118,25310,25458,25600,25730
"442","F",21503,21311,21310,21134,20922,20619,20408,20287,20135,19987,19884,19939,19906,19811,19664,19574,19460,19268,19130,19057,18848,18597
"443","M",21503,21988,21942,21729,21480,21136,20880,20694,20546,20349,20205,20179,20113,20016,19911,19853,19860,19772,19687,19660,19448,19186
"445","F",21601,16793,16950,17005,17082,17191,17257,17402,17533,17674,17781,17957,18069,18159,18150,18298,18344,18376,18438,18481,18510,18442
"446","M",21601,17193,17355,17400,17472,17579,17628,17671,17759,17873,17971,18073,18168,18218,18227,18434,18555,18589,18626,18652,18630,18615
"448","F",21602,12382,12501,12459,12489,12526,12648,12709,12794,12855,12940,13038,13079,13133,13210,13391,13694,13785,13927,14000,14093,14107
"449","M",21602,12713,12859,12860,12941,13012,13174,13186,13215,13265,13320,13366,13358,13450,13474,13578,13783,13918,14041,14140,14238,14299
"451","F",21603,26353,26640,26822,27011,27209,27326,27540,27786,28055,28595,28643,28834,28999,28937,28917,29070,29336,29753,30196,30551,30654
"452","M",21603,25513,25804,25979,26192,26401,26519,26678,26899,27164,27674,28362,28607,28804,28749,28707,28888,29199,29555,30093,30511,30885
"454","F",21701,20002,19889,19592,19309,19097,19007,18909,18803,18678,18554,18505,18513,18555,18498,18517,18436,18423,18418,18396,18296,18172
"455","M",21701,20654,20471,20099,19770,19504,19337,19265,19091,18911,18724,18538,18512,18461,18471,18514,18583,18602,18613,18569,18467,18306
"457","F",21702,41443,41550,41347,41036,40928,40998,41083,41151,41305,41421,41595,41857,41950,42097,42163,42321,42462,42580,42712,42907,43069
"458","M",21702,41322,41476,41275,41035,40922,41026,40877,40860,40912,40974,41029,41208,41364,41398,41534,41718,41968,42255,42629,42867,43052
"460","F",30101,26006,27026,27926,28903,29832,30581,31165,31567,32141,32941,33834,34597,35142,35355,35495,35615,35693,35875,36111,36277,36564
"461","M",30101,25970,26943,27826,28801,29692,30428,30981,31345,31938,32685,33420,34082,34565,34750,34909,34953,35175,35433,35738,35827,36048
"463","F",30102,18125,19307,20493,21375,22306,23462,24323,25130,26055,27040,28129,29069,30778,32151,33388,34445,35831,37337,38685,39449,40325
"464","M",30102,18171,19216,20290,21065,21899,22923,23717,24494,25376,26278,27261,28096,29667,31023,32218,33155,34518,35975,37318,37985,38849
"466","F",30103,22428,22558,22685,22878,23292,23825,24138,24479,24716,25355,26514,27385,28070,28814,29427,30025,30918,31815,32785,33452,34127
"467","M",30103,21277,21392,21548,21740,22142,22693,23021,23398,23710,24272,25288,26145,26771,27551,28094,28722,29702,30700,31841,32454,33126
"469","F",30201,12132,12439,12902,13543,14100,14508,14827,15334,15712,16261,16776,17083,17355,17611,18051,18342,18651,18970,19562,19854,20086
"470","M",30201,11638,11932,12385,13004,13560,13954,14271,14699,14991,15472,15891,16183,16425,16720,17039,17209,17574,17939,18633,18943,19118
"472","F",30202,32350,32009,31706,31466,31380,31550,31575,31628,31561,31631,31903,32206,32305,32417,32659,32765,33166,33674,34271,34741,35312
"473","M",30202,29338,28956,28646,28364,28240,28324,28336,28341,28349,28511,28956,29162,29274,29530,29788,30020,30610,31317,32133,32667,33234
"475","F",30203,13765,13746,13827,13784,13851,14126,14362,14426,14425,14591,14831,15239,15307,15372,15475,15712,16081,16551,17020,17400,17719
"476","M",30203,13578,13576,13646,13587,13708,13994,14212,14282,14293,14488,14759,14874,14944,15018,15117,15343,15854,16578,17251,17767,18241
"478","F",30204,20478,20572,20844,21270,21560,21917,22226,22685,23255,23403,23759,24353,24750,24891,25307,25678,26145,26772,27232,27615,28048
"479","M",30204,19891,19949,20098,20438,20643,20928,21191,21693,22258,22429,22652,23158,23401,23560,23905,24151,24688,25386,25907,26284,26724
"481","F",30301,17968,17875,18001,18305,18689,19279,19927,20297,20758,21426,21819,22287,22477,22623,22862,23234,23706,24189,24526,24817,25097
