"Info","2001-06","2006-11"
"245 Tea Tree Gully",NA,NA
"Start-of-period population",94873,99924.5131365032
"Births",5670.27556241169,5620.51158083997
"Deaths",2778.32294834816,3112.89526886206
"Net migration",2159.56052243963,2000.62051340092
"End-of-period population",99924.5131365032,104432.749961882
"246 Holdfast Bay",NA,NA
"Start-of-period population",31952,32616.7092459634
"Births",1105.25234357898,1053.94494643925
"Deaths",2363.7132961174,2363.72686054
"Net migration",1923.17019850181,1821.9441575204
"End-of-period population",32616.7092459634,33128.871489383
"247 Marion",NA,NA
"Start-of-period population",79930,81117.3698251636
"Births",3944.14106565727,3772.94851796172
"Deaths",3876.09030773755,4094.73793677249
"Net migration",1119.31906724388,1146.94112537118
"End-of-period population",81117.3698251636,81942.521531724
"248 Mitcham",NA,NA
"Start-of-period population",60827,60908.5221188892
"Births",2815.18787721295,2614.30010418048
"Deaths",3249.17732956809,3322.52818225736
"Net migration",515.511571244339,524.208218592665
"End-of-period population",60908.5221188892,60724.502259405
"249 Onkaparinga",NA,NA
"Start-of-period population",151302,159033.285456545
"Births",9176.05764396848,8906.20958511322
"Deaths",4874.291894223,5637.36859133577
"Net migration",3429.51970679918,3602.44056888502
"End-of-period population",159033.285456545,165904.567019207
"250 Charles Sturt",NA,NA
"Start-of-period population",100304,100714.516739994
"Births",4736.30368309923,4393.85585331517
"Deaths",5025.6700915697,5064.17611931198
"Net migration",699.883148464976,642.194380894607
"End-of-period population",100714.516739994,100686.390854892
"251 Port Adelaide - West",NA,NA
"Start-of-period population",53959,53729.1606965706
"Births",2991.21270249963,2760.91804991501
"Deaths",2410.99430961415,2426.57294293496
"Net migration",-810.057696314854,-795.295973481595
"End-of-period population",53729.1606965706,53268.209830069
"252 West Torrens",NA,NA
"Start-of-period population",54771,55208.7819830235
"Births",2565.34264205221,2413.841332323
"Deaths",3074.54631838535,3146.2074430187
"Net migration",946.985659356627,932.072029919371
"End-of-period population",55208.7819830235,55408.4879022472
"253 Barossa",NA,NA
"Start-of-period population",29681,30892.935757247
"Births",1699.91060297435,1615.04852265058
"Deaths",1207.38912092855,1256.32793270454
"Net migration",719.414275201169,691.761138336984
"End-of-period population",30892.935757247,31943.41748553
"254 Lower North",NA,NA
"Start-of-period population",21769,21853.1832613706
"Births",1181.45227869018,1084.23654445793
"Deaths",1039.09339643688,1084.14203934043
"Net migration",-58.1756208826502,-11.1141543699454
"End-of-period population",21853.1832613706,21842.1636121182
"255 Mid North",NA,NA
"Start-of-period population",28324,27765.6239684021
"Births",1728.40948654755,1557.09156830424
"Deaths",1275.95003939095,1296.79793301755
"Net migration",-1010.83547875445,-920.347491968769
"End-of-period population",27765.6239684021,27105.5701117201
"256 Yorke Peninsula",NA,NA
"Start-of-period population",22481,22920.0702461687
"Births",1103.57121607873,1017.94067176875
"Deaths",1273.33701283585,1311.5485719848
"Net migration",608.836042925795,626.477439228856
"End-of-period population",22920.0702461687,23252.9397851815
"257 Eyre Peninsula and South West",NA,NA
"Start-of-period population",56054,55370.0472071808
"Births",3616.1279927619,3273.57569218877
"Deaths",2103.22982917438,2221.16486386063
"Net migration",-2196.85095640671,-1961.26411221449
"End-of-period population",55370.0472071808,54461.1939232945
"258 Outback - North and East",NA,NA
"Start-of-period population",29373,29005.4509393876
"Births",2077.36274081395,1973.27282096971
"Deaths",740.757734492614,728.977578431132
"Net migration",-1704.15406693373,-1729.2748359443
"End-of-period population",29005.4509393876,28520.4713459819
"259 Fleurieu - Kangaroo Island",NA,NA
"Start-of-period population",37212,40435.3955434524
"Births",1743.0463201929,1686.16371496236
"Deaths",2093.99799509892,2339.54378832044
"Net migration",3574.34721835843,3654.85638467636
"End-of-period population",40435.3955434524,43436.8718547707
"260 Limestone Coast",NA,NA
"Start-of-period population",62332,62766.3357360867
"Births",3963.44687045572,3707.56383768067
"Deaths",2301.49048301287,2363.15673712519
"Net migration",-1227.62065135617,-1181.70828754898
"End-of-period population",62766.3357360867,62929.0345490932
"261 Murray and Mallee",NA,NA
"Start-of-period population",68229,69044.6279154005
"Births",4159.95430268031,3903.86178727755
"Deaths",2818.03274236762,2972.34921959717
"Net migration",-526.293644912135,-416.524100743747
"End-of-period population",69044.6279154005,69559.6163823372
"262 Augusta - Margaret River - Busselton",NA,NA
"Start-of-period population",33362,38430.5157007776
"Births",2223.88374111779,2333.40799041415
"Deaths",1285.19160662045,1486.26861244118
"Net migration",4129.82356628031,4094.96503061205
"End-of-period population",38430.5157007776,43372.6201093627
"263 Bunbury",NA,NA
"Start-of-period population",77974,83617.7563479617
"Births",4953.13418454095,4870.28271740842
"Deaths",2476.24464087242,2753.82293311018
"Net migration",3166.86680429316,3062.38256182786
"End-of-period population",83617.7563479617,88796.5986940878
"264 Manjimup",NA,NA
"Start-of-period population",22138,22612.9765984123
"Births",1499.10917504498,1386.00857644487
"Deaths",730.483853993687,811.183864394057
"Net migration",-293.648722638981,-206.102371823202
"End-of-period population",22612.9765984123,22981.6989386399
"265 Mandurah",NA,NA
"Start-of-period population",59145,67900.3637919445
"Births",3311.90663646685,3405.86365287148
"Deaths",2776.20302128503,3452.18779539958
"Net migration",8219.66017676267,8563.482339846
"End-of-period population",67900.3637919445,76417.5219892624
"266 Cottesloe - Claremont",NA,NA
"Start-of-period population",65120,66316.4848899614
"Births",2648.85373237473,2455.70030177226
"Deaths",3206.44128618611,3284.80468507765
"Net migration",1754.07244377278,1720.98705332978
"End-of-period population",66316.4848899614,67208.3675599858
"267 Perth City",NA,NA
"Start-of-period population",74260,77091.1584995417
"Births",3512.77069257783,3424.49050816245
"Deaths",3104.4984390234,3132.17948633343
"Net migration",2422.88624598726,2140.52080351694
"End-of-period population",77091.1584995417,79523.9903248877
"268 Bayswater - Bassendean",NA,NA
"Start-of-period population",71830,72766.4836488615
"Births",3803.02260014084,3561.91597327381
"Deaths",2901.94638278592,3304.31840426894
"Net migration",35.4074315066296,358.978531344002
"End-of-period population",72766.4836488615,73383.0597492104
"269 Mundaring",NA,NA
"Start-of-period population",39244,41291.4548665939
"Births",2239.22255903282,2129.45498851986
"Deaths",1197.51506612704,1396.79302421413
"Net migration",1005.74737368809,1090.88277865682
"End-of-period population",41291.4548665939,43114.9996095564
"270 Swan",NA,NA
"Start-of-period population",79983,92368.6190998401
"Births",6846.82619449797,7446.98634189519
"Deaths",1831.71648623075,1987.27135993522
"Net migration",7370.50939157284,6637.95415451892
"End-of-period population",92368.6190998401,104466.288236319
"271 Joondalup",NA,NA
"Start-of-period population",156410,167769.938043144
"Births",8654.20464657162,8653.77669206147
"Deaths",3925.33675786078,4621.10220795312
"Net migration",6631.07015443327,6394.47134779719
"End-of-period population",167769.938043144,178197.08387505
"272 Stirling",NA,NA
"Start-of-period population",160616,163805.671099634
"Births",8148.67948904994,7550.85543317149
"Deaths",6473.83090085959,6595.56975136705
"Net migration",1514.8225114441,1473.53692196852
"End-of-period population",163805.671099634,166234.493703407
"273 Wanneroo",NA,NA
"Start-of-period population",84323,99698.7190948124
"Births",7172.12443824843,7528.84223115306
"Deaths",2091.06174513352,2658.05303120889
"Net migration",10294.6564016975,10385.2688301332
"End-of-period population",99698.7190948124,114954.77712489
"274 Armadale",NA,NA
"Start-of-period population",52391,54013.7180925373
"Births",3412.81247524488,3275.65830245286
"Deaths",1477.20365112475,1638.43575363888
"Net migration",-312.890731582787,-283.907599540342
"End-of-period population",54013.7180925373,55367.033041811
"275 Belmont - Victoria Park",NA,NA
"Start-of-period population",53992,56261.0613362606
"Births",2995.92608970084,2947.69799093292
"Deaths",2149.82193774913,2014.30760039191
"Net migration",1422.95718430885,1040.25070316847
"End-of-period population",56261.0613362606,58234.70242997
"276 Canning",NA,NA
"Start-of-period population",80528,84051.7561413712
"Births",4279.12887045543,4204.57069486399
"Deaths",3138.69504342249,3612.55501213385
"Net migration",2383.32231433828,2487.52808615549
"End-of-period population",84051.7561413712,87131.2999102569
"277 Gosnells",NA,NA
"Start-of-period population",83662,88575.7988463428
"Births",5904.52953185185,5745.77889537529
"Deaths",2146.36639464623,2434.60645246437
"Net migration",1155.63570913717,1115.68178591621
"End-of-period population",88575.7988463428,93002.6530751699
"278 Kalamunda",NA,NA
"Start-of-period population",48743,49309.8278868041
"Births",2518.03209855173,2356.25713272143
"Deaths",1550.93840677096,1691.87740532662
"Net migration",-400.265804976649,-311.630350679837
"End-of-period population",49309.8278868041,49662.5772635191
"279 Serpentine - Jarrahdale",NA,NA
"Start-of-period population",11775,13178.307086066
"Births",751.370683829469,778.829404977471
"Deaths",281.218799116634,329.362910320498
"Net migration",933.155201353137,890.823480732139
"End-of-period population",13178.307086066,14518.5970614551
"280 South Perth",NA,NA
"Start-of-period population",37604,38737.5789237864
"Births",1508.35113364594,1474.86092388059
"Deaths",1726.67657857631,1652.55198487384
"Net migration",1351.90436871673,1118.94502475891
"End-of-period population",38737.5789237864,39678.832887552
"281 Cockburn",NA,NA
"Start-of-period population",66756,73004.1671872706
"Births",4967.93935582878,4982.89112862624
"Deaths",1802.60773732317,2087.3412455365
"Net migration",3082.83556876497,2958.3178011312
"End-of-period population",73004.1671872706,78858.0348714915
"282 Fremantle",NA,NA
"Start-of-period population",32720,33765.0982608372
"Births",1655.11023846018,1582.46095551882
"Deaths",1389.10592483906,1396.69932931246
"Net migration",779.09394721607,690.043800030219
"End-of-period population",33765.0982608372,34640.9036870738
"283 Kwinana",NA,NA
"Start-of-period population",21807,23432.5394819909
"Births",1656.59619969572,1665.99201478883
"Deaths",560.78399060561,619.748306491321
"Net migration",529.727272900786,449.053235736938
"End-of-period population",23432.5394819909,24927.8364260253
"284 Melville",NA,NA
"Start-of-period population",100267,104168.152778374
"Births",4419.36833750808,4186.56977249562
"Deaths",4292.93029404548,5014.86710328048
"Net migration",3774.71473491125,4189.38147447757
"End-of-period population",104168.152778374,107529.236922067
"285 Rockingham",NA,NA
"Start-of-period population",74185,86295.4803273003
"Births",5448.48731026157,5772.54689695648
"Deaths",2480.30643293474,2949.38823734834
"Net migration",9142.29944997342,9063.8355039419
"End-of-period population",86295.4803273003,98182.4744908503
"286 Esperance",NA,NA
"Start-of-period population",14905,15892.5711774981
"Births",1113.97327503736,1079.15862018806
"Deaths",433.82744064902,484.423321031637
"Net migration",307.42534310975,304.669588342473
"End-of-period population",15892.5711774981,16791.976064997
"287 Gascoyne",NA,NA
"Start-of-period population",10348,10471.0823467269
"Births",788.04435707263,733.030991961292
"Deaths",262.292334898986,285.323069427255
"Net migration",-402.669675446709,-370.194962316602
"End-of-period population",10471.0823467269,10548.5953069444
"288 Goldfields",NA,NA
"Start-of-period population",40443,40950.8115036647
"Births",3366.96212484287,3131.58289909666
"Deaths",670.282891234945,681.797544858176
"Net migration",-2188.86772994321,-2121.24628146348
"End-of-period population",40950.8115036647,41279.3505764397
"289 Kimberley",NA,NA
"Start-of-period population",32756,36502.9904350123
"Births",3268.70053643937,3410.06587012551
"Deaths",510.574159169498,578.976934856402
"Net migration",988.864057742394,735.799667676841
"End-of-period population",36502.9904350123,40069.8790379582
"290 Mid West",NA,NA
"Start-of-period population",50680,52249.8427340531
"Births",3597.11294465192,3357.92845489485
"Deaths",1448.17983215695,1580.32416055341
"Net migration",-579.09037844182,-468.370436139795
"End-of-period population",52249.8427340531,53559.0765922548
"291 Pilbara",NA,NA
"Start-of-period population",39618,37815.9486987321
"Births",3321.9351556992,2988.36353649783
"Deaths",439.453192047459,443.911073434746
"Net migration",-4684.5332649196,-4382.68289723217
"End-of-period population",37815.9486987321,35977.7182645631
"292 Albany",NA,NA
"Start-of-period population",53789,56050.5078981924
"Births",3523.07731319357,3383.07588955681
"Deaths",2025.12613740277,2197.46556868944
"Net migration",763.55672240158,781.562298397507
"End-of-period population",56050.5078981924,58017.6805174573
"293 Wheat Belt - North",NA,NA
"Start-of-period population",53783,55239.5476151418
"Births",3640.17651062339,3379.74822171855
"Deaths",1758.27562647637,1887.8126594998
"Net migration",-425.353269005206,-304.76168634274
"End-of-period population",55239.5476151418,56426.7214910178
"294 Wheat Belt - South",NA,NA
"Start-of-period population",21117,20631.8917879954
"Births",1440.47337029665,1259.01109458223
"Deaths",734.560815989903,753.889586596736
"Net migration",-1191.02076631138,-1061.10595800409
"End-of-period population",20631.8917879954,20075.9073379768
"295 Brighton",NA,NA
"Start-of-period population",13392,13915.3337139609
"Births",1304.86456909693,1261.27075878797
"Deaths",277.291025870911,310.5342480325
"Net migration",-504.23982926515,-499.600714243791
"End-of-period population",13915.3337139609,14366.4695104725
"296 Hobart - North East",NA,NA
"Start-of-period population",47399,47775.9020100551
"Births",2644.44278912149,2463.39232540134
"Deaths",1999.31444399443,2171.54320567285
"Net migration",-268.226335071949,-121.002939065568
"End-of-period population",47775.9020100551,47946.748190718
"297 Hobart - North West",NA,NA
"Start-of-period population",50248,50607.5364591136
"Births",3156.22273035233,3060.99190371245
"Deaths",2108.12606786791,2050.80404977183
"Net migration",-688.560203370792,-869.53636414557
"End-of-period population",50607.5364591136,50748.1879489087
"298 Hobart - South and West",NA,NA
"Start-of-period population",26678,28143.2275190821
"Births",1594.11635038102,1588.56841384297
"Deaths",934.355426698598,982.691411309821
"Net migration",805.466595399691,705.757938992904
"End-of-period population",28143.2275190821,29454.8624606082
"299 Hobart Inner",NA,NA
"Start-of-period population",47295,47581.130306761
"Births",1969.74432132141,1687.94698627493
"Deaths",2171.75108356003,2478.54218841625
"Net migration",488.137068999633,870.266729833321
"End-of-period population",47581.130306761,47660.801834453
"300 Sorell - Dodges Ferry",NA,NA
"Start-of-period population",12391,13360.3400238768
"Births",902.853909114476,890.082592175813
"Deaths",397.630216845199,460.05685015123
"Net migration",464.116331607561,465.195798148937
"End-of-period population",13360.3400238768,14255.5615640504
"301 Launceston",NA,NA
"Start-of-period population",76340,77873.3646601677
"Births",4571.95281958442,4364.66790301569
"Deaths",3291.47294662174,3433.00460665167
"Net migration",252.88478720502,239.387841382468
"End-of-period population",77873.3646601677,79044.4157979142
"302 Meander Valley - West Tamar",NA,NA
"Start-of-period population",21595,22174.3888983782
"Births",1288.06292033175,1193.92698298029
"Deaths",792.092132303457,831.586005693047
"Net migration",83.4181103498819,109.082401997889
"End-of-period population",22174.3888983782,22645.8122776633
"303 North East",NA,NA
"Start-of-period population",36526,36978.4569407084
"Births",2254.66977839009,2078.2160645182
"Deaths",1388.9663111365,1468.00755407151
"Net migration",-413.246526545236,-319.391198672042
"End-of-period population",36978.4569407084,37269.274252483
"304 Central Highlands (Tas.)",NA,NA
"Start-of-period population",11041,10914.0347146027
"Births",697.434043658889,651.11426013131
"Deaths",308.73361957415,273.729970341605
"Net migration",-515.665709482085,-548.993201703156
"End-of-period population",10914.0347146027,10742.4258026892
"305 Huon - Bruny Island",NA,NA
"Start-of-period population",16588,17350.4170419534
"Births",1101.09778806331,1051.67484825727
"Deaths",556.248529030061,601.718671459412
"Net migration",217.567782920147,220.0604582869
"End-of-period population",17350.4170419534,18020.4336770382
"306 South East Coast",NA,NA
"Start-of-period population",6269,6467.9540058982
"Births",328.889781053237,313.874775239168
"Deaths",314.91198594328,361.103344580659
"Net migration",184.976210788247,213.788728132982
"End-of-period population",6467.9540058982,6634.5141646897
"307 Burnie - Ulverstone",NA,NA
"Start-of-period population",47741,47352.042542969
"Births",2843.78119997135,2575.0955305874
"Deaths",2017.81485768224,2172.52438720611
"Net migration",-1214.92379932015,-990.754686241127
"End-of-period population",47352.042542969,46763.8590001091
"308 Devonport",NA,NA
"Start-of-period population",40806,41846.3323522767
"Births",2462.14976942015,2320.33047693051
"Deaths",1631.24528769775,1697.66239850463
"Net migration",209.427870554272,215.61524773165
"End-of-period population",41846.3323522767,42684.6156784342
"309 West Coast",NA,NA
"Start-of-period population",19359,18524.2993452607
"Births",1289.13040301564,1126.71693500946
"Deaths",556.624082538217,557.213511830094
"Net migration",-1567.20697521675,-1428.1806995809
"End-of-period population",18524.2993452607,17665.6220688591
"310 Darwin City",NA,NA
"Start-of-period population",18469,19451.0265823234
"Births",1083.06230691757,1055.25109873671
"Deaths",397.12977643053,443.877769823755
"Net migration",296.094051836407,264.919018928676
"End-of-period population",19451.0265823234,20327.3189301651
"311 Darwin Suburbs",NA,NA
"Start-of-period population",52142,52269.6674924431
"Births",3408.56253918855,3170.6326199525
"Deaths",827.518037305024,953.992573724621
"Net migration",-2453.37700944038,-2316.89559483072
"End-of-period population",52269.6674924431,52169.4119438403
"312 Litchfield",NA,NA
"Start-of-period population",15344,17964.3029750802
"Births",1136.49611347865,1250.89646902357
"Deaths",274.303694360281,360.605812262955
"Net migration",1758.11055596183,1692.76485739103
"End-of-period population",17964.3029750802,20547.3584892318
"313 Palmerston",NA,NA
"Start-of-period population",22325,28606.4040424804
"Births",2633.47447986361,2954.03612127464
"Deaths",275.890966003233,367.572111777763
"Net migration",3923.82052861999,3966.92423672284
"End-of-period population",28606.4040424804,35159.7922887001
"314 Alice Springs",NA,NA
"Start-of-period population",40207,42968.2650505995
"Births",3348.89442840162,3320.82220243232
"Deaths",618.173875416491,684.54338176706
"Net migration",30.5444976144055,-113.727857732476
"End-of-period population",42968.2650505995,45490.8160135323
"315 Barkly",NA,NA
"Start-of-period population",6041,6117.8237353677
"Births",584.870438367132,575.149602494674
"Deaths",91.1442702166257,96.7327286703878
"Net migration",-416.902432782804,-428.413582595085
"End-of-period population",6117.8237353677,6167.8270265969
"316 Daly - Tiwi - West Arnhem",NA,NA
"Start-of-period population",14731,15744.7483144364
"Births",1533.79105439698,1529.52112224811
"Deaths",164.735698139378,174.562980646736
"Net migration",-355.307041821215,-428.686559758994
"End-of-period population",15744.7483144364,16671.0198962788
"317 East Arnhem",NA,NA
"Start-of-period population",13512,14319.6419965929
"Births",1458.21132802284,1448.8527593545
"Deaths",123.066029727799,131.023740065994
"Net migration",-527.503301702168,-589.04080732265
"End-of-period population",14319.6419965929,15048.4302085587
"318 Katherine",NA,NA
"Start-of-period population",18972,20318.0637284934
"Births",1814.15889728313,1803.59164706909
"Deaths",269.202810537188,319.234630029518
"Net migration",-198.892358252562,-251.249733895624
"End-of-period population",20318.0637284934,21551.1710116373
"319 Belconnen",NA,NA
"Start-of-period population",86182,85905.1069165675
"Births",4712.37065372946,4412.1657735379
"Deaths",2137.30682655324,2444.3159174216
"Net migration",-2851.95691060869,-2615.78449472472
"End-of-period population",85905.1069165675,85257.1722779591
"320 Fyshwick - Pialligo - Hume",NA,NA
"Start-of-period population",1399,1290.6854534207
"Births",60.4084468682556,54.2496993376815
"Deaths",26.0316548455926,23.6199379696931
"Net migration",-142.691338601959,-131.893265012439
"End-of-period population",1290.6854534207,1189.42194977625
"321 North Canberra",NA,NA
"Start-of-period population",38610,38561.0234172579
"Births",1710.76420914509,1606.05048661727
"Deaths",1439.51673932727,1502.63354801761
"Net migration",-320.224052559962,-319.895164279391
"End-of-period population",38561.0234172579,38344.5451915781
"322 South Canberra",NA,NA
"Start-of-period population",22300,22985.4883627775
"Births",947.386832669784,921.455072209559
"Deaths",1076.75711350246,1128.93292545747
"Net migration",814.858643610181,778.469347817545
"End-of-period population",22985.4883627775,23556.4798573471
"323 Tuggeranong",NA,NA
"Start-of-period population",91507,98483.7027635527
"Births",6915.13587719918,6952.46014402576
"Deaths",1551.96120602067,1981.43204826657
"Net migration",1613.52809237422,1458.64658891168
"End-of-period population",98483.7027635527,104913.377448224
"324 Weston Creek",NA,NA
"Start-of-period population",23726,22864.7074892114
"Births",1062.57768603998,920.87509456929
"Deaths",824.477852558796,903.56868566806
"Net migration",-1099.39234426979,-928.067803198685
"End-of-period population",22864.7074892114,21953.9460949139
"325 Woden",NA,NA
"Start-of-period population",32719,32626.0820135183
"Births",1577.10597268242,1433.17889885819
"Deaths",1304.98415241317,1471.08072975589
"Net migration",-365.039806750982,-196.116508161874
"End-of-period population",32626.0820135183,32392.0636744587
"326 Remainder",NA,NA
"Start-of-period population",25478,42009.13082963
"Births",3016.43191223909,3877.6182651534
"Deaths",435.983636401366,706.694134301891
"Net migration",13950.6825537923,12275.5291467706
"End-of-period population",42009.13082963,57455.5841072522
